time_iso8601,stars_cumulative
2024-06-10 00:00:00+00:00,1
2024-06-18 00:00:00+00:00,9
2024-06-19 00:00:00+00:00,21
2024-06-20 00:00:00+00:00,27
2024-06-21 00:00:00+00:00,32
2024-06-22 00:00:00+00:00,35
2024-06-23 00:00:00+00:00,48
2024-06-24 00:00:00+00:00,57
2024-06-25 00:00:00+00:00,62
2024-06-26 00:00:00+00:00,68
2024-06-27 00:00:00+00:00,74
2024-06-28 00:00:00+00:00,79
